folder,file,extent
2,13_6,"-65.1654205, -26.8341103, -65.1654205, -26.8341103"
2,6_7,"-65.1654205, -26.8341103, -65.1654205, -26.8341103"
2,11_9,"-65.1654205, -26.8341103, -65.1654205, -26.8341103"
2,11_8,"-58.5818753167, -34.6987436857, -58.4611357, -34.5552248"
2,11_7,"-58.4908184765, -34.6177545118, -58.4908184765, -34.6177545118"
2,11_6,"-58.62346086, -34.5398633, -58.4067576, -33.8972422"
2,11_5,"-58.8636093, -34.54749725, -58.6596774667, -34.3173037333"
2,11_4,"-58.68544775, -34.50422075, -58.68544775, -34.50422075"
2,11_3,"-60.5693359, -33.8881416, -59.3344116, -32.399216"
2,11_2,"-59.1041758, -33.0154762, -57.9916191, -30.7572746"
2,11_1,"-58.091184, -35.0764999, -57.5175362, -34.859623"
2,11_0,"-58.7595053, -35.0491425, -58.3807288, -34.75813435"
2,3_1,"-58.45836695, -34.8020287, -58.45836695, -34.8020287"
2,3_0,"-58.45836695, -34.8020287, -58.45836695, -34.8020287"
2,3_3,"-58.45836695, -34.8020287, -58.45836695, -34.8020287"
2,3_2,"-58.45836695, -34.8020287, -58.45836695, -34.8020287"
2,3_5,"-58.45836695, -34.8020287, -58.45836695, -34.8020287"
2,3_4,"-58.45836695, -34.8020287, -58.45836695, -34.8020287"
2,3_7,"-58.45836695, -34.8020287, -58.45836695, -34.8020287"
2,3_6,"-58.45836695, -34.8020287, -58.45836695, -34.8020287"
2,3_9,"-58.45836695, -34.8020287, -58.45836695, -34.8020287"
2,3_8,"-58.45836695, -34.8020287, -58.45836695, -34.8020287"
2,2_2,"-58.45836695, -34.8020287, -58.45836695, -34.8020287"
2,2_3,"-58.45836695, -34.8020287, -58.45836695, -34.8020287"
2,2_4,"-58.45836695, -34.8020287, -58.45836695, -34.8020287"
2,2_5,"-61.1678085, -33.1186032667, -60.1575344, -32.5857964"
2,2_6,"-64.3496704, -34.4851264, -63.1969317, -32.7008018"
2,2_7,"-61.2166667, -32.0697098, -60.3058166, -31.6000004"
2,4_9,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,8_12,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,14_8,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,14_9,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,14_2,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,1_12,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,1_11,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,14_1,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,14_6,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,14_7,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,14_4,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,14_5,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,4_0,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,0_10,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,0_11,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,0_12,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,0_13,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,9_12,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,9_11,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,9_10,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,12_0,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,12_1,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,12_2,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,12_3,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,12_4,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,12_5,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,12_6,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,12_7,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,12_8,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,12_9,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,6_8,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,6_9,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,7_5,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,7_9,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,7_8,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,14_10,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,7_4,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,7_7,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,7_6,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,7_1,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,7_0,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,7_3,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,7_2,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,4_1,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,1_13,"-60.7653809, -31.6653404, -60.7653809, -31.6653404"
2,8_8,"-68.8943461, -32.9599367333, -68.6916501, -32.84685"
2,14_3,"-68.81064, -32.89272, -68.81064, -32.89272"
2,14_0,"-68.81064, -32.89272, -68.81064, -32.89272"
2,1_10,"-68.81064, -32.89272, -68.81064, -32.89272"
2,2_12,"-68.81064, -32.89272, -68.81064, -32.89272"
2,2_13,"-68.81064, -32.89272, -68.81064, -32.89272"
2,2_10,"-64.3383333, -31.4651131667, -64.1262474, -31.1654701"
2,2_11,"-64.2221451, -31.3995266, -64.2221451, -31.3995266"
2,2_14,"-64.2221451, -31.3995266, -64.2221451, -31.3995266"
2,11_13,"-64.2221451, -31.3995266, -64.2221451, -31.3995266"
2,11_12,"-59.1501056, -34.6020889, -58.8830757, -34.0988083"
2,1_14,"-59.1501056, -34.595477, -59.1501056, -34.595477"
2,8_5,"-59.1501056, -34.595477, -59.1501056, -34.595477"
2,11_11,"-58.4435430167, -34.6942049714, -58.3496872, -34.5659652333"
2,11_10,"-58.3673445667, -34.8837665, -58.1784125, -34.695385"
2,9_7,"-58.1784125, -34.8837665, -58.1784125, -34.8837665"
2,12_12,"-58.1784125, -34.8837665, -58.1784125, -34.8837665"
2,12_13,"-58.1784125, -34.8837665, -58.1784125, -34.8837665"
2,12_10,"-58.1784125, -34.8837665, -58.1784125, -34.8837665"
2,12_11,"-58.1784125, -34.8837665, -58.1784125, -34.8837665"
2,11_14,"-58.984108, -34.8867264, -58.59618438, -34.5649942"
3,11_2_10,"-58.79284835, -34.7767556, -58.79284835, -34.7767556"
3,11_2_11,"-58.79284835, -34.7767556, -58.79284835, -34.7767556"
3,11_2_12,"-58.79284835, -34.7767556, -58.79284835, -34.7767556"
3,11_11_2,"-58.79284835, -34.7767556, -58.79284835, -34.7767556"
3,11_11_5,"-58.79284835, -34.7767556, -58.79284835, -34.7767556"
3,11_11_4,"-58.37541665, -34.6029187, -58.3679956, -34.585041"
3,11_11_7,"-58.3851437, -34.6125, -58.3731888333, -34.6"
3,11_11_6,"-58.3758333, -34.6052778, -58.3758333, -34.6052778"
3,11_11_9,"-58.3758333, -34.6052778, -58.3758333, -34.6052778"
3,11_11_8,"-58.3758333, -34.6052778, -58.3758333, -34.6052778"
3,2_6_10,"-58.3758333, -34.6052778, -58.3758333, -34.6052778"
3,11_11_0,"-58.4136353, -34.6354446, -58.396183, -34.6157009"
3,11_11_11,"-58.4042473, -34.6229172, -58.4042473, -34.6229172"
3,11_11_14,"-58.4042473, -34.6229172, -58.4042473, -34.6229172"
3,2_10_10,"-58.4042473, -34.6229172, -58.4042473, -34.6229172"
3,13_0_10,"-58.4042473, -34.6229172, -58.4042473, -34.6229172"
3,11_11_10,"-58.4042473, -34.6229172, -58.4042473, -34.6229172"
3,11_11_13,"-58.4042473, -34.6229172, -58.4042473, -34.6229172"
3,11_11_12,"-58.45, -34.6371994, -58.4263416, -34.6"
3,11_8_4,"-58.4497146, -34.620664, -58.4497146, -34.620664"
3,11_8_5,"-58.4497146, -34.620664, -58.4497146, -34.620664"
3,11_2_8,"-58.4497146, -34.620664, -58.4497146, -34.620664"
3,11_2_9,"-58.4497146, -34.620664, -58.4497146, -34.620664"
3,11_8_0,"-58.4497146, -34.620664, -58.4497146, -34.620664"
3,11_8_1,"-58.5202126, -34.5946884, -58.4969444, -34.562973"
3,11_8_2,"-58.5168038, -34.562973, -58.5168038, -34.562973"
3,11_8_3,"-58.5329824, -34.6191, -58.5062935, -34.5967365"
3,11_2_2,"-58.5115128, -34.615819, -58.5115128, -34.615819"
3,11_5_14,"-58.5115128, -34.615819, -58.5115128, -34.615819"
3,11_2_0,"-58.5115128, -34.615819, -58.5115128, -34.615819"
3,11_2_1,"-58.5115128, -34.615819, -58.5115128, -34.615819"
3,11_8_8,"-58.4794444, -34.6666667, -58.4493785, -34.6166667"
3,11_5_10,"-58.45, -34.6166667, -58.45, -34.6166667"
3,11_5_13,"-58.45, -34.6166667, -58.45, -34.6166667"
3,11_2_5,"-58.45, -34.6166667, -58.45, -34.6166667"
3,11_10_11,"-58.45, -34.6166667, -58.45, -34.6166667"
3,11_0_8,"-58.45, -34.6166667, -58.45, -34.6166667"
3,11_0_9,"-58.45, -34.6166667, -58.45, -34.6166667"
3,11_0_4,"-58.45, -34.6166667, -58.45, -34.6166667"
3,11_0_5,"-58.45, -34.6166667, -58.45, -34.6166667"
3,11_0_6,"-58.45, -34.6166667, -58.45, -34.6166667"
3,11_0_7,"-58.45, -34.6166667, -58.45, -34.6166667"
3,11_0_0,"-58.45, -34.6166667, -58.45, -34.6166667"
3,11_0_1,"-58.45, -34.6166667, -58.45, -34.6166667"
3,11_0_2,"-58.45, -34.6166667, -58.45, -34.6166667"
3,11_0_3,"-58.45, -34.6166667, -58.45, -34.6166667"
3,11_10_4,"-58.45, -34.6166667, -58.45, -34.6166667"
3,11_11_1,"-58.401271, -34.6162173, -58.3874211, -34.5995305"
3,11_11_3,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_10_14,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_6_8,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_6_9,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_6_6,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_6_7,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_6_4,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_6_5,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_6_2,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_6_3,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_6_0,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_6_1,"-58.401271, -34.608071, -58.401271, -34.608071"
3,6_2_5,"-58.401271, -34.608071, -58.401271, -34.608071"
3,6_2_4,"-58.401271, -34.608071, -58.401271, -34.608071"
3,6_2_7,"-58.401271, -34.608071, -58.401271, -34.608071"
3,6_2_6,"-58.401271, -34.608071, -58.401271, -34.608071"
3,6_2_1,"-58.401271, -34.608071, -58.401271, -34.608071"
3,6_2_0,"-58.401271, -34.608071, -58.401271, -34.608071"
3,6_2_3,"-58.401271, -34.608071, -58.401271, -34.608071"
3,6_2_2,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_10_5,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_6_8,"-58.401271, -34.608071, -58.401271, -34.608071"
3,6_2_9,"-58.401271, -34.608071, -58.401271, -34.608071"
3,6_2_8,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_10_4,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_10_8,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_10_9,"-58.401271, -34.608071, -58.401271, -34.608071"
3,13_0_8,"-58.401271, -34.608071, -58.401271, -34.608071"
3,13_0_9,"-58.401271, -34.608071, -58.401271, -34.608071"
3,13_0_6,"-58.401271, -34.608071, -58.401271, -34.608071"
3,13_0_7,"-58.401271, -34.608071, -58.401271, -34.608071"
3,13_0_4,"-58.401271, -34.608071, -58.401271, -34.608071"
3,13_0_5,"-58.401271, -34.608071, -58.401271, -34.608071"
3,13_0_2,"-58.401271, -34.608071, -58.401271, -34.608071"
3,13_0_3,"-58.401271, -34.608071, -58.401271, -34.608071"
3,13_0_0,"-58.401271, -34.608071, -58.401271, -34.608071"
3,13_0_1,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_10_10,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_1_5,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_1_4,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_1_7,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_1_6,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_1_1,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_1_0,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_1_3,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_1_2,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_1_9,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_1_8,"-58.401271, -34.608071, -58.401271, -34.608071"
3,8_8_12,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_14_4,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_10_9,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_14_6,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_14_7,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_14_0,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_14_1,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_10_11,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_14_3,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_12_10,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_12_11,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_12_12,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_12_13,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_14_8,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_14_9,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_5_9,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_5_8,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_12_4,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_12_5,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_12_2,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_12_3,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_12_0,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_12_1,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_5_1,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_5_0,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_5_3,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_5_2,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_5_5,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_5_4,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_5_7,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_5_6,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_5_8,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_5_9,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_5_2,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_5_3,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_5_0,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_5_1,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_5_6,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_5_7,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_5_4,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_5_5,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_14_12,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_14_13,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_14_10,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_14_11,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_10_5,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_3_3,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_3_2,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_3_1,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_3_0,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_3_7,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_3_6,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_3_5,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_3_4,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_3_9,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_3_8,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_14_5,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_6_10,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_6_11,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_6_12,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_10_12,"-58.401271, -34.608071, -58.401271, -34.608071"
3,8_8_9,"-58.401271, -34.608071, -58.401271, -34.608071"
3,8_8_8,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_7_4,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_7_5,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_7_6,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_7_7,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_7_0,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_7_1,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_7_2,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_7_3,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_10_1,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_10_0,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_10_3,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_10_2,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_7_8,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_7_9,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_10_7,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_10_6,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_12_8,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_10_13,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_8_6,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_10_0,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_8_7,"-58.401271, -34.608071, -58.401271, -34.608071"
3,8_8_3,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_10_1,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_10_2,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_12_9,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_12_6,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_10_3,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_12_7,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_10_8,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_5_10,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_5_11,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_14_2,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_10_6,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_2_3,"-58.401271, -34.608071, -58.401271, -34.608071"
3,2_6_9,"-58.401271, -34.608071, -58.401271, -34.608071"
3,11_8_14,"-58.50214015, -34.6320858, -58.4744552, -34.6009381"
3,11_10_7,"-58.4916992, -34.615036, -58.4916992, -34.615036"
3,11_8_12,"-58.4916992, -34.615036, -58.4916992, -34.615036"
3,11_8_13,"-58.4916992, -34.615036, -58.4916992, -34.615036"
3,11_8_10,"-58.4916992, -34.615036, -58.4916992, -34.615036"
3,11_8_11,"-58.5542584, -34.6442337, -58.524, -34.6115303"
3,11_5_11,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,8_8_11,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,8_8_10,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,11_8_9,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,11_2_6,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,11_2_4,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,11_5_12,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,11_0_14,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,11_0_12,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,11_0_13,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,11_0_10,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,11_0_11,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,8_8_5,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,8_8_4,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,8_8_7,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,8_8_6,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,8_8_1,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,8_8_0,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,11_2_7,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,8_8_2,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,6_2_11,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,6_2_10,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,2_6_5,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,2_6_4,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,2_6_7,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,2_6_6,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,2_6_1,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,2_6_0,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,2_6_3,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
3,2_6_2,"-58.5397682, -34.6412888, -58.5397682, -34.6412888"
